pid,event,time,time2,num_age,fac_fin,fac_race,fac_wexp,fac_mar,fac_paro,fac_prio,fac_educ,fac_emp
292,0,0,1,26,yes,black,yes,married,yes,1,6,0
292,0,1,7,26,yes,black,yes,married,yes,1,6,1
292,0,7,9,26,yes,black,yes,married,yes,1,6,0
292,0,9,17,26,yes,black,yes,married,yes,1,6,1
292,0,17,21,26,yes,black,yes,married,yes,1,6,0
292,0,21,41,26,yes,black,yes,married,yes,1,6,1
292,1,41,42,26,yes,black,yes,married,yes,1,6,0
293,0,0,52,20,no,black,no,not married,yes,9,3,0
294,0,0,6,27,no,black,yes,not married,yes,1,5,0
294,0,6,19,27,no,black,yes,not married,yes,1,5,1
294,1,19,26,27,no,black,yes,not married,yes,1,5,0
295,0,0,41,24,yes,black,no,not married,no,5,3,0
295,0,41,52,24,yes,black,no,not married,no,5,3,1
296,0,0,4,25,no,black,no,not married,no,2,5,0
296,0,4,11,25,no,black,no,not married,no,2,5,1
296,0,11,52,25,no,black,no,not married,no,2,5,0
297,0,0,16,22,yes,black,yes,not married,yes,3,4,0
297,0,16,52,22,yes,black,yes,not married,yes,3,4,1
298,0,0,2,20,yes,black,no,not married,yes,2,4,0
298,0,2,14,20,yes,black,no,not married,yes,2,4,1
298,0,14,25,20,yes,black,no,not married,yes,2,4,0
298,0,25,41,20,yes,black,no,not married,yes,2,4,1
298,0,41,52,20,yes,black,no,not married,yes,2,4,0
299,0,0,1,20,yes,black,yes,not married,yes,2,4,0
299,0,1,16,20,yes,black,yes,not married,yes,2,4,1
299,0,16,52,20,yes,black,yes,not married,yes,2,4,0
300,0,0,1,22,no,black,no,not married,yes,3,3,0
300,0,1,6,22,no,black,no,not married,yes,3,3,1
300,0,6,40,22,no,black,no,not married,yes,3,3,0
300,0,40,44,22,no,black,no,not married,yes,3,3,1
300,1,44,47,22,no,black,no,not married,yes,3,3,0
301,0,0,4,18,no,black,yes,not married,yes,1,4,0
301,0,4,7,18,no,black,yes,not married,yes,1,4,1
301,0,7,31,18,no,black,yes,not married,yes,1,4,0
301,0,31,52,18,no,black,yes,not married,yes,1,4,1
302,0,0,13,20,no,black,yes,not married,yes,2,3,0
302,0,13,14,20,no,black,yes,not married,yes,2,3,1
302,0,14,22,20,no,black,yes,not married,yes,2,3,0
302,0,22,52,20,no,black,yes,not married,yes,2,3,1
303,1,0,40,20,no,black,yes,not married,yes,1,3,0
304,0,0,1,22,no,black,yes,not married,yes,2,4,0
304,0,1,23,22,no,black,yes,not married,yes,2,4,1
304,0,23,35,22,no,black,yes,not married,yes,2,4,0
304,0,35,49,22,no,black,yes,not married,yes,2,4,1
304,0,49,52,22,no,black,yes,not married,yes,2,4,0
305,0,0,1,30,yes,black,yes,married,no,2,3,0
305,0,1,3,30,yes,black,yes,married,no,2,3,1
305,0,3,5,30,yes,black,yes,married,no,2,3,0
305,0,5,37,30,yes,black,yes,married,no,2,3,1
305,0,37,52,30,yes,black,yes,married,no,2,3,0
306,0,0,52,36,no,other,yes,not married,no,1,5,1
307,0,0,52,25,no,other,yes,married,yes,5,3,1
308,0,0,2,29,no,black,no,not married,yes,3,2,0
308,0,2,16,29,no,black,no,not married,yes,3,2,1
308,1,16,21,29,no,black,no,not married,yes,3,2,0
309,0,0,6,19,no,black,yes,not married,yes,3,4,1
309,0,6,27,19,no,black,yes,not married,yes,3,4,0
309,0,27,31,19,no,black,yes,not married,yes,3,4,1
309,0,31,52,19,no,black,yes,not married,yes,3,4,0
310,0,0,6,24,yes,black,yes,not married,yes,2,3,0
310,0,6,52,24,yes,black,yes,not married,yes,2,3,1
311,0,0,6,21,yes,black,no,not married,no,0,3,0
311,0,6,7,21,yes,black,no,not married,no,0,3,1
311,0,7,8,21,yes,black,no,not married,no,0,3,0
311,0,8,13,21,yes,black,no,not married,no,0,3,1
311,0,13,22,21,yes,black,no,not married,no,0,3,0
311,0,22,26,21,yes,black,no,not married,no,0,3,1
311,0,26,52,21,yes,black,no,not married,no,0,3,0
312,0,0,3,35,yes,black,yes,not married,yes,6,3,0
312,0,3,8,35,yes,black,yes,not married,yes,6,3,1
312,0,8,9,35,yes,black,yes,not married,yes,6,3,0
312,0,9,52,35,yes,black,yes,not married,yes,6,3,1
313,0,0,10,19,yes,other,yes,not married,no,4,3,0
313,0,10,11,19,yes,other,yes,not married,no,4,3,1
313,0,11,52,19,yes,other,yes,not married,no,4,3,0
314,1,0,1,20,no,black,no,not married,no,0,3,0
315,0,0,14,22,no,other,no,not married,no,3,3,0
315,0,14,28,22,no,other,no,not married,no,3,3,1
315,1,28,43,22,no,other,no,not married,no,3,3,0
316,0,0,23,23,no,black,yes,not married,no,1,3,1
316,1,23,24,23,no,black,yes,not married,no,1,3,0
317,1,0,11,19,no,black,no,not married,no,18,4,0
318,0,0,21,18,no,black,no,not married,yes,3,3,0
318,0,21,36,18,no,black,no,not married,yes,3,3,1
318,0,36,49,18,no,black,no,not married,yes,3,3,0
318,0,49,52,18,no,black,no,not married,yes,3,3,1
319,0,0,3,38,yes,other,yes,not married,yes,2,3,0
319,0,3,52,38,yes,other,yes,not married,yes,2,3,1
320,0,0,52,18,yes,other,no,not married,yes,6,4,0
321,0,0,1,22,no,black,yes,married,yes,1,4,0
321,0,1,10,22,no,black,yes,married,yes,1,4,1
321,0,10,13,22,no,black,yes,married,yes,1,4,0
321,0,13,22,22,no,black,yes,married,yes,1,4,1
321,0,22,52,22,no,black,yes,married,yes,1,4,0
322,0,0,3,21,no,black,no,not married,yes,3,3,0
322,0,3,13,21,no,black,no,not married,yes,3,3,1
322,0,13,20,21,no,black,no,not married,yes,3,3,0
322,1,20,33,21,no,black,no,not married,yes,3,3,1
323,0,0,52,21,no,black,yes,not married,yes,1,4,1
324,1,0,46,21,yes,black,no,not married,yes,5,3,0
325,0,0,3,17,yes,black,no,not married,yes,3,3,0
325,0,3,8,17,yes,black,no,not married,yes,3,3,1
325,0,8,25,17,yes,black,no,not married,yes,3,3,0
325,0,25,26,17,yes,black,no,not married,yes,3,3,1
325,1,26,36,17,yes,black,no,not married,yes,3,3,0
326,0,0,8,22,yes,black,yes,not married,yes,1,4,0
326,0,8,25,22,yes,black,yes,not married,yes,1,4,1
326,0,25,52,22,yes,black,yes,not married,yes,1,4,0
327,0,0,22,23,yes,black,yes,married,yes,0,5,0
327,0,22,32,23,yes,black,yes,married,yes,0,5,1
327,0,32,39,23,yes,black,yes,married,yes,0,5,0
327,0,39,52,23,yes,black,yes,married,yes,0,5,1
328,1,0,18,19,yes,black,no,not married,yes,4,3,0
329,0,0,1,21,yes,black,yes,not married,no,1,4,0
329,0,1,7,21,yes,black,yes,not married,no,1,4,1
329,0,7,11,21,yes,black,yes,not married,no,1,4,0
329,0,11,37,21,yes,black,yes,not married,no,1,4,1
329,0,37,52,21,yes,black,yes,not married,no,1,4,0
330,0,0,52,35,yes,black,yes,not married,no,5,3,1
331,1,0,50,23,no,black,yes,not married,no,8,3,0
332,0,0,14,22,yes,black,no,not married,no,2,4,0
332,0,14,19,22,yes,black,no,not married,no,2,4,1
332,0,19,44,22,yes,black,no,not married,no,2,4,0
332,0,44,52,22,yes,black,no,not married,no,2,4,1
333,1,0,34,25,yes,black,no,not married,no,11,3,0
334,0,0,4,20,yes,black,yes,not married,no,4,3,0
334,0,4,6,20,yes,black,yes,not married,no,4,3,1
334,0,6,8,20,yes,black,yes,not married,no,4,3,0
334,0,8,13,20,yes,black,yes,not married,no,4,3,1
334,0,13,23,20,yes,black,yes,not married,no,4,3,0
334,0,23,25,20,yes,black,yes,not married,no,4,3,1
334,0,25,52,20,yes,black,yes,not married,no,4,3,0
335,1,0,35,19,yes,other,no,not married,no,1,3,0
336,0,0,27,20,no,black,no,not married,no,1,5,0
336,0,27,28,20,no,black,no,not married,no,1,5,1
336,0,28,48,20,no,black,no,not married,no,1,5,0
336,0,48,49,20,no,black,no,not married,no,1,5,1
336,0,49,52,20,no,black,no,not married,no,1,5,0
337,0,0,2,41,yes,other,yes,married,yes,3,2,0
337,0,2,52,41,yes,other,yes,married,yes,3,2,1
338,1,0,39,23,no,other,yes,not married,yes,4,3,0
339,0,0,6,26,yes,black,yes,not married,no,0,3,0
339,1,6,9,26,yes,black,yes,not married,no,0,3,1
340,0,0,12,26,no,black,no,not married,no,2,3,0
340,0,12,52,26,no,black,no,not married,no,2,3,1
341,0,0,52,38,yes,black,yes,not married,yes,1,4,0
342,0,0,8,27,no,black,yes,not married,yes,1,5,0
342,0,8,10,27,no,black,yes,not married,yes,1,5,1
342,0,10,13,27,no,black,yes,not married,yes,1,5,0
342,0,13,22,27,no,black,yes,not married,yes,1,5,1
342,0,22,23,27,no,black,yes,not married,yes,1,5,0
342,0,23,40,27,no,black,yes,not married,yes,1,5,1
342,0,40,52,27,no,black,yes,not married,yes,1,5,0
343,0,0,2,19,yes,black,no,not married,yes,3,3,0
343,0,2,4,19,yes,black,no,not married,yes,3,3,1
343,0,4,7,19,yes,black,no,not married,yes,3,3,0
343,0,7,12,19,yes,black,no,not married,yes,3,3,1
343,0,12,15,19,yes,black,no,not married,yes,3,3,0
343,0,15,23,19,yes,black,no,not married,yes,3,3,1
343,1,23,34,19,yes,black,no,not married,yes,3,3,0
344,0,0,1,25,no,black,yes,not married,no,1,2,0
344,0,1,51,25,no,black,yes,not married,no,1,2,1
344,0,51,52,25,no,black,yes,not married,no,1,2,0
345,0,0,6,30,yes,black,yes,not married,no,2,3,0
345,0,6,21,30,yes,black,yes,not married,no,2,3,1
345,0,21,30,30,yes,black,yes,not married,no,2,3,0
345,0,30,52,30,yes,black,yes,not married,no,2,3,1
346,0,0,8,42,yes,black,yes,not married,no,1,5,0
346,0,8,52,42,yes,black,yes,not married,no,1,5,1
347,0,0,17,20,no,black,yes,not married,yes,2,3,0
347,0,17,19,20,no,black,yes,not married,yes,2,3,1
347,0,19,27,20,no,black,yes,not married,yes,2,3,0
347,0,27,28,20,no,black,yes,not married,yes,2,3,1
347,1,28,44,20,no,black,yes,not married,yes,2,3,0
348,0,0,3,23,yes,black,yes,not married,yes,1,4,0
348,0,3,13,23,yes,black,yes,not married,yes,1,4,1
348,0,13,22,23,yes,black,yes,not married,yes,1,4,0
348,0,22,39,23,yes,black,yes,not married,yes,1,4,1
348,0,39,48,23,yes,black,yes,not married,yes,1,4,0
348,0,48,52,23,yes,black,yes,not married,yes,1,4,1
349,0,0,27,21,no,black,no,not married,yes,3,3,1
349,0,27,33,21,no,black,no,not married,yes,3,3,0
349,0,33,52,21,no,black,no,not married,yes,3,3,1
350,0,0,5,20,yes,black,yes,not married,no,3,3,1
350,1,5,35,20,yes,black,yes,not married,no,3,3,0
351,0,0,4,17,no,black,no,not married,no,1,4,0
351,0,4,11,17,no,black,no,not married,no,1,4,1
351,1,11,30,17,no,black,no,not married,no,1,4,0
352,0,0,1,26,yes,black,no,married,no,5,3,0
352,0,1,3,26,yes,black,no,married,no,5,3,1
352,0,3,5,26,yes,black,no,married,no,5,3,0
352,1,5,39,26,yes,black,no,married,no,5,3,1
353,0,0,18,24,yes,black,yes,not married,yes,1,3,0
353,0,18,19,24,yes,black,yes,not married,yes,1,3,1
353,0,19,29,24,yes,black,yes,not married,yes,1,3,0
353,0,29,37,24,yes,black,yes,not married,yes,1,3,1
353,0,37,50,24,yes,black,yes,not married,yes,1,3,0
353,0,50,52,24,yes,black,yes,not married,yes,1,3,1
354,0,0,5,37,no,black,yes,married,yes,1,3,1
354,0,5,10,37,no,black,yes,married,yes,1,3,0
354,0,10,13,37,no,black,yes,married,yes,1,3,1
354,0,13,16,37,no,black,yes,married,yes,1,3,0
354,0,16,39,37,no,black,yes,married,yes,1,3,1
354,0,39,43,37,no,black,yes,married,yes,1,3,0
354,0,43,52,37,no,black,yes,married,yes,1,3,1
355,0,0,1,28,no,black,yes,married,yes,1,6,0
355,0,1,33,28,no,black,yes,married,yes,1,6,1
355,0,33,52,28,no,black,yes,married,yes,1,6,0
356,0,0,52,33,no,black,yes,not married,yes,0,4,1
357,0,0,18,22,yes,black,no,not married,yes,4,3,0
357,1,18,19,22,yes,black,no,not married,yes,4,3,1
358,0,0,7,25,no,black,yes,married,yes,2,5,0
358,0,7,52,25,no,black,yes,married,yes,2,5,1
359,0,0,9,20,no,other,no,married,no,10,3,0
359,0,9,36,20,no,other,no,married,no,10,3,1
359,1,36,43,20,no,other,no,married,no,10,3,0
360,0,0,2,20,no,black,no,not married,no,1,4,1
360,0,2,16,20,no,black,no,not married,no,1,4,0
360,0,16,17,20,no,black,no,not married,no,1,4,1
360,0,17,37,20,no,black,no,not married,no,1,4,0
360,0,37,41,20,no,black,no,not married,no,1,4,1
360,0,41,51,20,no,black,no,not married,no,1,4,0
360,0,51,52,20,no,black,no,not married,no,1,4,1
361,0,0,28,24,yes,other,yes,not married,no,4,3,0
361,0,28,38,24,yes,other,yes,not married,no,4,3,1
361,0,38,41,24,yes,other,yes,not married,no,4,3,0
361,1,41,48,24,yes,other,yes,not married,no,4,3,1
362,1,0,37,26,yes,other,no,not married,no,11,5,0
363,0,0,12,26,yes,black,yes,not married,yes,1,4,0
363,0,12,19,26,yes,black,yes,not married,yes,1,4,1
363,1,19,20,26,yes,black,yes,not married,yes,1,4,0
364,0,0,2,25,no,other,yes,not married,yes,1,6,0
364,0,2,10,25,no,other,yes,not married,yes,1,6,1
364,0,10,52,25,no,other,yes,not married,yes,1,6,0
365,0,0,14,26,no,black,yes,not married,yes,1,4,0
365,0,14,52,26,no,black,yes,not married,yes,1,4,1
366,1,0,36,23,yes,black,no,not married,no,3,3,0
367,0,0,3,28,yes,black,no,not married,yes,4,3,0
367,0,3,16,28,yes,black,no,not married,yes,4,3,1
367,0,16,22,28,yes,black,no,not married,yes,4,3,0
367,0,22,52,28,yes,black,no,not married,yes,4,3,1
368,0,0,10,27,no,black,yes,not married,yes,0,5,0
368,0,10,52,27,no,black,yes,not married,yes,0,5,1
369,0,0,1,23,yes,black,no,not married,no,3,4,0
369,0,1,4,23,yes,black,no,not married,no,3,4,1
369,0,4,24,23,yes,black,no,not married,no,3,4,0
369,0,24,49,23,yes,black,no,not married,no,3,4,1
369,0,49,52,23,yes,black,no,not married,no,3,4,0
370,0,0,2,17,no,black,no,not married,yes,7,3,0
370,0,2,6,17,no,black,no,not married,yes,7,3,1
370,0,6,11,17,no,black,no,not married,yes,7,3,0
370,0,11,47,17,no,black,no,not married,yes,7,3,1
370,0,47,52,17,no,black,no,not married,yes,7,3,0
371,0,0,2,20,no,other,no,not married,yes,4,5,0
371,0,2,3,20,no,other,no,not married,yes,4,5,1
371,0,3,14,20,no,other,no,not married,yes,4,5,0
371,0,14,15,20,no,other,no,not married,yes,4,5,1
371,0,15,28,20,no,other,no,not married,yes,4,5,0
371,0,28,48,20,no,other,no,not married,yes,4,5,1
371,0,48,52,20,no,other,no,not married,yes,4,5,0
372,0,0,24,20,yes,black,no,not married,yes,5,3,0
372,0,24,31,20,yes,black,no,not married,yes,5,3,1
372,0,31,52,20,yes,black,no,not married,yes,5,3,0
373,0,0,52,20,yes,other,no,not married,yes,9,3,0
374,0,0,10,22,yes,black,yes,not married,yes,2,4,0
374,1,10,30,22,yes,black,yes,not married,yes,2,4,1
375,0,0,4,31,no,black,no,not married,yes,1,3,0
375,0,4,14,31,no,black,no,not married,yes,1,3,1
375,0,14,21,31,no,black,no,not married,yes,1,3,0
375,0,21,35,31,no,black,no,not married,yes,1,3,1
375,0,35,52,31,no,black,no,not married,yes,1,3,0
376,0,0,27,43,no,black,yes,not married,no,1,5,1
376,0,27,52,43,no,black,yes,not married,no,1,5,0
377,0,0,52,29,no,black,yes,not married,no,1,4,0
378,0,0,18,21,yes,black,no,not married,no,0,4,0
378,0,18,24,21,yes,black,no,not married,no,0,4,1
378,0,24,52,21,yes,black,no,not married,no,0,4,0
379,0,0,1,24,no,other,yes,not married,no,2,3,0
379,0,1,28,24,no,other,yes,not married,no,2,3,1
379,0,28,30,24,no,other,yes,not married,no,2,3,0
379,0,30,52,24,no,other,yes,not married,no,2,3,1
380,0,0,52,30,yes,black,yes,married,no,3,4,0
381,0,0,17,22,no,black,yes,not married,no,0,5,0
381,0,17,31,22,no,black,yes,not married,no,0,5,1
381,0,31,52,22,no,black,yes,not married,no,0,5,0
382,0,0,5,26,yes,black,yes,married,no,1,4,0
382,0,5,13,26,yes,black,yes,married,no,1,4,1
382,0,13,16,26,yes,black,yes,married,no,1,4,0
382,0,16,19,26,yes,black,yes,married,no,1,4,1
382,0,19,22,26,yes,black,yes,married,no,1,4,0
382,0,22,52,26,yes,black,yes,married,no,1,4,1
383,0,0,17,20,yes,black,yes,not married,no,0,3,0
383,0,17,19,20,yes,black,yes,not married,no,0,3,1
383,0,19,22,20,yes,black,yes,not married,no,0,3,0
383,0,22,34,20,yes,black,yes,not married,no,0,3,1
383,1,34,42,20,yes,black,yes,not married,no,0,3,0
384,0,0,5,23,no,black,yes,not married,no,6,4,0
384,0,5,40,23,no,black,yes,not married,no,6,4,1
384,0,40,52,23,no,black,yes,not married,no,6,4,0
385,0,0,27,25,no,black,yes,not married,yes,5,3,0
385,0,27,28,25,no,black,yes,not married,yes,5,3,1
385,0,28,44,25,no,black,yes,not married,yes,5,3,0
385,0,44,52,25,no,black,yes,not married,yes,5,3,1
386,0,0,7,40,yes,black,yes,not married,yes,2,5,0
386,0,7,20,40,yes,black,yes,not married,yes,2,5,1
386,0,20,29,40,yes,black,yes,not married,yes,2,5,0
386,0,29,35,40,yes,black,yes,not married,yes,2,5,1
386,0,35,52,40,yes,black,yes,not married,yes,2,5,0
387,0,0,2,30,yes,black,yes,married,yes,0,3,0
387,0,2,6,30,yes,black,yes,married,yes,0,3,1
387,0,6,9,30,yes,black,yes,married,yes,0,3,0
387,0,9,52,30,yes,black,yes,married,yes,0,3,1
388,1,0,26,22,no,black,no,married,yes,2,3,0
389,0,0,2,18,no,black,no,not married,yes,2,4,0
389,0,2,21,18,no,black,no,not married,yes,2,4,1
389,1,21,40,18,no,black,no,not married,yes,2,4,0
390,0,0,52,18,no,black,no,not married,yes,0,2,0
391,0,0,1,24,no,black,yes,not married,yes,2,5,0
391,0,1,8,24,no,black,yes,not married,yes,2,5,1
391,0,8,12,24,no,black,yes,not married,yes,2,5,0
391,0,12,52,24,no,black,yes,not married,yes,2,5,1
392,0,0,12,25,yes,black,yes,married,yes,2,5,0
392,0,12,13,25,yes,black,yes,married,yes,2,5,1
392,0,13,19,25,yes,black,yes,married,yes,2,5,0
392,0,19,52,25,yes,black,yes,married,yes,2,5,1
393,0,0,2,19,yes,black,no,not married,yes,2,3,0
393,0,2,7,19,yes,black,no,not married,yes,2,3,1
393,0,7,27,19,yes,black,no,not married,yes,2,3,0
393,0,27,29,19,yes,black,no,not married,yes,2,3,1
393,1,29,35,19,yes,black,no,not married,yes,2,3,0
394,0,0,22,24,no,black,yes,not married,yes,2,3,1
394,0,22,39,24,no,black,yes,not married,yes,2,3,0
394,0,39,52,24,no,black,yes,not married,yes,2,3,1
395,0,0,1,24,no,black,no,married,yes,2,3,0
395,0,1,39,24,no,black,no,married,yes,2,3,1
395,0,39,45,24,no,black,no,married,yes,2,3,0
395,1,45,46,24,no,black,no,married,yes,2,3,1
396,0,0,12,18,no,black,yes,not married,yes,3,5,0
396,0,12,22,18,no,black,yes,not married,yes,3,5,1
396,0,22,34,18,no,black,yes,not married,yes,3,5,0
396,0,34,52,18,no,black,yes,not married,yes,3,5,1
397,0,0,36,18,yes,black,yes,not married,yes,0,4,0
397,0,36,41,18,yes,black,yes,not married,yes,0,4,1
397,1,41,49,18,yes,black,yes,not married,yes,0,4,0
398,0,0,52,23,no,black,yes,not married,no,0,3,1
399,0,0,52,20,no,black,no,not married,yes,2,3,0
400,0,0,14,18,yes,black,yes,not married,yes,1,3,0
400,0,14,30,18,yes,black,yes,not married,yes,1,3,1
400,1,30,49,18,yes,black,yes,not married,yes,1,3,0
401,0,0,52,23,no,black,yes,not married,yes,2,5,0
402,0,0,9,20,yes,black,no,not married,yes,1,3,0
402,0,9,15,20,yes,black,no,not married,yes,1,3,1
402,0,15,52,20,yes,black,no,not married,yes,1,3,0
403,0,0,52,23,no,black,no,not married,no,5,3,0
404,0,0,3,23,no,black,yes,not married,yes,1,4,0
404,0,3,14,23,no,black,yes,not married,yes,1,4,1
404,0,14,52,23,no,black,yes,not married,yes,1,4,0
405,0,0,5,23,no,black,yes,married,yes,2,3,0
405,0,5,52,23,no,black,yes,married,yes,2,3,1
406,1,0,35,20,no,black,yes,not married,yes,4,3,0
407,0,0,6,26,yes,black,yes,married,no,4,2,0
407,0,6,7,26,yes,black,yes,married,no,4,2,1
407,0,7,9,26,yes,black,yes,married,no,4,2,0
407,0,9,52,26,yes,black,yes,married,no,4,2,1
408,0,0,52,30,yes,black,no,not married,no,1,3,1
409,0,0,4,36,yes,other,yes,not married,no,4,3,1
409,0,4,24,36,yes,other,yes,not married,no,4,3,0
409,0,24,27,36,yes,other,yes,not married,no,4,3,1
409,0,27,31,36,yes,other,yes,not married,no,4,3,0
409,0,31,48,36,yes,other,yes,not married,no,4,3,1
409,0,48,52,36,yes,other,yes,not married,no,4,3,0
410,0,0,52,43,yes,black,yes,not married,no,4,3,0
411,0,0,20,20,no,other,yes,not married,no,1,3,0
411,0,20,21,20,no,other,yes,not married,no,1,3,1
411,1,21,27,20,no,other,yes,not married,no,1,3,0
412,0,0,24,24,yes,black,yes,not married,yes,1,3,0
412,0,24,26,24,yes,black,yes,not married,yes,1,3,1
412,0,26,35,24,yes,black,yes,not married,yes,1,3,0
412,0,35,52,24,yes,black,yes,not married,yes,1,3,1
413,0,0,14,22,no,black,yes,not married,no,1,2,0
413,0,14,52,22,no,black,yes,not married,no,1,2,1
414,0,0,52,20,yes,black,no,married,no,1,3,0
415,1,0,52,21,no,black,no,not married,no,0,3,0
416,1,0,45,18,yes,black,no,not married,no,5,3,0
417,1,0,4,18,no,black,yes,not married,no,1,4,0
418,1,0,52,33,no,black,yes,not married,yes,2,4,1
419,1,0,36,19,yes,black,no,not married,yes,2,3,0
420,0,0,6,21,yes,other,yes,not married,yes,1,5,0
420,0,6,32,21,yes,other,yes,not married,yes,1,5,1
420,0,32,33,21,yes,other,yes,not married,yes,1,5,0
420,0,33,52,21,yes,other,yes,not married,yes,1,5,1
421,0,0,1,21,yes,black,no,not married,yes,1,4,0
421,0,1,2,21,yes,black,no,not married,yes,1,4,1
421,0,2,13,21,yes,black,no,not married,yes,1,4,0
421,0,13,52,21,yes,black,no,not married,yes,1,4,1
422,0,0,3,21,yes,black,yes,not married,yes,4,3,0
422,1,3,8,21,yes,black,yes,not married,yes,4,3,1
423,1,0,15,22,yes,black,no,not married,yes,3,4,0
424,0,0,26,18,no,black,no,not married,yes,3,3,0
424,0,26,28,18,no,black,no,not married,yes,3,3,1
424,0,28,29,18,no,black,no,not married,yes,3,3,0
424,0,29,38,18,no,black,no,not married,yes,3,3,1
424,0,38,42,18,no,black,no,not married,yes,3,3,0
424,0,42,52,18,no,black,no,not married,yes,3,3,1
425,1,0,19,18,no,black,no,not married,no,2,3,0
426,0,0,1,24,no,black,yes,not married,yes,2,4,0
426,0,1,52,24,no,black,yes,not married,yes,2,4,1
427,0,0,4,22,yes,black,yes,married,yes,2,4,0
427,0,4,6,22,yes,black,yes,married,yes,2,4,1
427,1,6,12,22,yes,black,yes,married,yes,2,4,0
428,0,0,19,31,yes,other,yes,not married,yes,3,3,0
428,0,19,46,31,yes,other,yes,not married,yes,3,3,1
428,0,46,52,31,yes,other,yes,not married,yes,3,3,0
429,0,0,8,20,no,black,no,not married,yes,1,4,0
429,0,8,12,20,no,black,no,not married,yes,1,4,1
429,0,12,38,20,no,black,no,not married,yes,1,4,0
429,0,38,43,20,no,black,no,not married,yes,1,4,1
429,0,43,52,20,no,black,no,not married,yes,1,4,0
430,0,0,2,20,yes,black,yes,married,yes,1,3,0
430,0,2,5,20,yes,black,yes,married,yes,1,3,1
430,0,5,16,20,yes,black,yes,married,yes,1,3,0
430,0,16,32,20,yes,black,yes,married,yes,1,3,1
430,0,32,38,20,yes,black,yes,married,yes,1,3,0
430,0,38,41,20,yes,black,yes,married,yes,1,3,1
430,0,41,47,20,yes,black,yes,married,yes,1,3,0
430,0,47,48,20,yes,black,yes,married,yes,1,3,1
430,0,48,52,20,yes,black,yes,married,yes,1,3,0
431,0,0,5,29,no,black,yes,not married,yes,3,4,1
431,0,5,7,29,no,black,yes,not married,yes,3,4,0
431,0,7,52,29,no,black,yes,not married,yes,3,4,1
432,0,0,6,24,yes,black,yes,not married,yes,1,4,1
432,0,6,26,24,yes,black,yes,not married,yes,1,4,0
432,0,26,52,24,yes,black,yes,not married,yes,1,4,1
